,CAGR,AnnualVol,Sharpe,Sortino,MaxDrawdown,HitRatio,FinalMultiple,BuyHoldFinalMultiple,BuyHoldMaxDrawdown
intraday_trend_sol,1.2200489087460658,0.6187853448220831,1.5980998911128732,1.0560928006234944,-0.3576161644436686,0.11796178343949044,8.533867108412574,9.143162393162626,-0.6752154148856715
