,CAGR,AnnualVol,Sharpe,Sortino,MaxDrawdown,HitRatio,FinalMultiple,BuyHoldFinalMultiple,BuyHoldMaxDrawdown
LongBias,0.7281595580143094,0.6538284282583242,1.1554034162606341,1.6051086961976124,-0.6772443658154796,0.5104921785578024,50.821470704266964,13.21524037429957,-0.766268560461926
