,CAGR,AnnualVol,Sharpe,Sortino,MaxDrawdown,HitRatio,FinalMultiple,BuyHoldFinalMultiple,BuyHoldMaxDrawdown
intraday_trend_sol_opt,1.6364365635225147,0.6671870498628516,1.7855391132536367,1.2177756314585004,-0.3573129987803617,0.11936305732484076,13.547043451041219,9.143162393162626,-0.6752154148856715
